Text,Target,toxicity,severe_toxicity,obscene,threat,insult,identity_attack
"Findings are presented in an anecdotal, descriptive style that I can't interpret.",N,0.0005850962,0.00012640067,0.00018246801,0.00012853584,0.00018070043,0.00014168427
"Not only does this strike me as the worst kind of postmodern legerdemain, but if true the statement would transform ethics into a hopelessly muddled enterprise.",N,0.0023772179,9.33E-05,0.00019634077,0.0001180872,0.00023409989,0.00018877891
This study has the same problem with focusing on a garbage-can group that is not uniformly sampled and has no evolutionary cohesion.,N,0.008577417,9.31E-05,0.0004884711,0.000111573376,0.0005318026,0.00021003182
"Having edited many things that have come from Germany, Im in Germany now, Im impressed with the quality of English. Im probably misspelling things in these sentences which may add to the humor. ;-) hard to use this kezboard correctly",C,0.00089611154,0.00010219796,0.00017893034,0.00011281374,0.00018605821,0.00013574389
"There is potentially an interesting essay to be written about [x], but this one isn't it",N,0.00056099467,0.00013001732,0.00019368925,0.00012549083,0.00017895731,0.000142196
"Reviewer 1:
 
 
 Furthermore, the manuscript is very difficult to read due to English problems: combining results and discussion section making it even more confuseReviewer 2: 'The manuscript is poorly written although it can be follow with lots of typos, and a review by a native English speaker is clearly needed.",C,0.00056035386,0.00012874218,0.00017902625,0.00013374635,0.00018055196,0.00014443301
"The fact that something has not been studies is not, in itself, a reason why it should be studied.",N,0.00060326135,0.00012549046,0.00018191888,0.00012271073,0.00017940083,0.00014442296
Reading this made my brain melt. Very true though.,N,0.0007251384,0.000116509895,0.0001970621,0.000107461514,0.00017180172,0.00013710759
The description of the participants is too cryptic.,C,0.0006042168,0.00012582478,0.00018141394,0.0001226002,0.00018095458,0.00014468582
I have followed the work of this group for the last few years and know that their submitted work is usually well polished. That is not the case for the present paper.,N,0.00053588115,0.00013487067,0.00019354119,0.00013319615,0.00017830769,0.00014679477
I showed this paper to my nurses and they agreed there was nothing new reported here.,N,0.000713542,0.000119159515,0.00018039142,0.00012731431,0.00018463134,0.00014003836
The figure in the supplementary material is a mystery to me. Where did all this sound energy go? It defies the basic laws of physics.,C,0.0006711665,0.0001183923,0.00017151954,0.000121068566,0.00017991113,0.00014255523
"This is a pretty trivial study, sample size is suspiciously high, and the effect is tiny at 5% percent difference (who cares if it is significant).",C,0.00080688513,0.00010904135,0.00018904569,0.00010515527,0.00018013651,0.00013353494
The authors should refer to the super interesting article on this topic in Wikipedia.,C,0.00052255695,0.00013945924,0.00019410226,0.00014073325,0.00018084039,0.00014946412
It is not hard to develop this methodâ¦I could write code for this on a rainy afternoon.,N,0.00060426403,0.00012350346,0.00017977446,0.0001281886,0.00017943556,0.000140757
"To be frank, it was boring to read once one got past the beginning. This is rather ironic given the paper is about humour.",N,0.00080934435,0.000108559645,0.00016699063,0.00011584984,0.00018487408,0.00014112295
One gets the feeling that the references were included for the sake of having something to refer to.,N,0.00056946126,0.00012764374,0.00018149457,0.00012578926,0.00017691863,0.00014249094
"Generally, some extra clarification might be nice to improve clarityâ¦",C,0.0005599615,0.00013853016,0.00020576417,0.0001444158,0.00018507692,0.00014679715
"Also, the manuscript is very tedious and reads like an unedited thesis chapter.",N,0.00058504625,0.0001255575,0.0001853464,0.00012577583,0.00018004276,0.00014002381
"Though less enthused about manuscript's novelty, this reviewer does admire the hardworking of your group.",C,0.00056661264,0.00013029744,0.00017824394,0.00013286242,0.00017960092,0.00014587732
"Also, the authors criticize the approach of [citation of XXX] shortly before introducing their own approach. Seems somewhat hypocritical to me.",C,0.0016558628,9.44E-05,0.00018406445,9.98E-05,0.0002201508,0.000168632
"The introduction, general approach and data analyses are somewhat anachronisticâthis study would have been really interesting 10-15 years ago, but now it seems quite out of date.",N,0.0005585782,0.0001296448,0.0001903039,0.00012485262,0.00017989622,0.00014205872
"The ideas behind the project seem to be a combination of wishful thinking, poor chemical insight and limited understanding of the techniques involved",N,0.0039553563,8.37E-05,0.00022922154,0.000109737615,0.00039988864,0.0001865428
"This is an outline of a paper, and not a fully-thought, well-organized, thoroughly-discussed paper. Maybe because it's a graduate student conference the author decided not to put any time into writing a quality paper that would be accepted in an academic journal.",N,0.0006035607,0.00012349275,0.00018261823,0.00012436463,0.00017712793,0.00014128735
I found every single reading of every theorist mentioned in this article seriously wanting. I will highlight the three most egregious because this review is already getting quite long.,C,0.0005944332,0.0001229281,0.00017715497,0.00012283682,0.00017407796,0.00014295652
this pieceâ¦shows no real understanding of history at all,C,0.09286877,0.00014596888,0.0023751606,0.00022561695,0.0047406554,0.00044616262
"The final section illustrates the paper's poverty. Instead of a summary of the intellectual issues addressed, we are given a series of bland recommendations, the sort of banality that civil servants write for their masters' speeches. It has no place in a serious academic journal.",C,0.0006371281,0.000120102915,0.00017157481,0.00012083962,0.0001812326,0.00014661781
This is a pointless paper. It offers neither interesting new data nor cogent explanation,C,0.044921424,0.00011559845,0.0008939723,0.0002437975,0.0016267581,0.0003094026
Data is presented as though it were reliable observation when it could equally well be described as unwarranted slander,C,0.035406034,0.00019503543,0.002515679,0.00028807425,0.0011038329,0.00052043144
The introduction seems pointless. It offers some odd views,N,0.0007177455,0.00011482558,0.00016603072,0.00012226212,0.00018481682,0.00014406617
"Your piece is very well written and researched. I think the is interesting, but not particularly useful.",C,0.0005536421,0.00013442105,0.00018931898,0.00013329196,0.00018201188,0.00014450355
I do not believe or trust the data presented or the underlying thesis.,C,0.0006442745,0.00012437803,0.00017248782,0.00012992152,0.0001744119,0.00015096432
"That run-on, one sentence paragraph is perhaps the most egregious example of how the author needs to take more time and slow down structure at the grammatical level. More importantly, the author needs to slow down the process of research, reflection, and logical argumentation.",C,0.0007357975,0.000114434595,0.00016684119,0.00012976513,0.00018129307,0.00014038758
this is where the real problems start,N,0.0010411028,0.00010336703,0.00017989519,0.00011671761,0.00018306277,0.00013928421
This is an area ripe for future research.,C,0.0005911526,0.00012924944,0.0001872517,0.00013174769,0.00017857566,0.0001443986
This was a well-written study that upon my first reading appeared flawless.,N,0.00057487766,0.00013070123,0.00019269802,0.00012342211,0.00018421441,0.00014358645
The stimulus is artificially produced and therefore irrelevant.,C,0.0006608366,0.00012241656,0.00018543516,0.0001224614,0.00018697536,0.000143781
There are many stylistics phrases to tidy which you can find yourself,C,0.0006384292,0.00012024364,0.0001724153,0.00013173462,0.00018025267,0.00013965218
The concluding 'takes a village' sentence is also a bit unoriginal.,C,0.0007803311,0.00010974076,0.00017495574,0.00011020921,0.00018192096,0.00013964807
"This paper is conceptually unclear, and the causal argument/hypotheses are muddled. In short, it is a mess. I stopped reading after page 7.",C,0.0006668243,0.00011676337,0.00018137657,0.0001177939,0.00018189287,0.00013867197
"There is a lot of terminology flung around here that is insufficiently explained. What exactly is meant, for example, by âfalse negativeâ and âfalse positiveâ rates? âmedian, first quartile, and third quartileâ?",C,0.0007104604,0.00011442783,0.00018841441,0.000113495225,0.00017929754,0.00013791438
"This interesting effort reminds one of the biblical tale of trying to extract water from a stone in the desert; from this metaphor, you may gather that we conclude that the effort did not yield useful data.",C,0.0005523547,0.0001300932,0.00017867444,0.00012730728,0.00017577122,0.00014680192
default settings'?? huh???,N,0.0019145692,8.98E-05,0.0002357808,9.99E-05,0.00021349575,0.00013939595
Have you no command of the English language?,N,0.0013321165,9.36E-05,0.00016194108,0.000105404135,0.00021206826,0.00015657961
You make the reader feel uneducated,N,0.0013986969,9.69E-05,0.00016935794,0.00011576216,0.00019372434,0.0001564292
"Since this is a model formulation paper, there does not need to be a Results section, but if there were, the paper would be easier to follow. There really is no formulation of a model",C,0.0005590306,0.00013139415,0.00019330144,0.0001293456,0.00017875606,0.00014314639
"Although this study, an original work and repetition of earlier feature of these studies is similar. Writing language is quite a lot of grammatical errors",C,0.000977294,0.000102330974,0.00016966004,0.000111609756,0.00020638922,0.00014025405
You haven't reflect all relevant studies.,C,0.00059903093,0.00012746664,0.00018825047,0.00012589726,0.00018068388,0.00014413625
"I appreciated how the author seemingly had in mind that a goodly percentage of
 
 
 the readership are not native speakers, so anything too academic
 
 
 or erudite might be lost on them.",N,0.0005722836,0.00012767832,0.00017675036,0.00013193954,0.00017961477,0.00014465975
The main problem is that it does not fit the intuition about what should work.,N,0.00096015114,0.00010628971,0.00017268036,0.00011484945,0.00018294674,0.00015017096
"In the end, even after writing a summary of the argument, I am not sure what is the thesis of the essay (or whether there is one) or how and why its parts are connected if I disregard any private knowledge of the topic",C,0.00061375526,0.00012396007,0.00018189615,0.00012637259,0.00017838624,0.00014292408
"It is not clear how the of data presented in Figures 1, 2, 4, 5, 6, 7, 8, S1, and S2 was quantified and analyzed.",C,0.0005712975,0.00012819484,0.00018862616,0.0001256018,0.00017920285,0.00014068482
This submission looks more like an advertising booklet rather than a research paper.,N,0.0006252984,0.0001195817,0.00017437166,0.00011920203,0.00017862233,0.00013856542
"Unfortunately the manuscript is not well structured and the English is very poor. Usually I would attempt to improve this, but in this case the entire manuscript needs to be reworked â starting with the tittle.",C,0.0007886209,0.00011112456,0.00016198061,0.00012225349,0.00019371549,0.00014733507
"This paper must be rejected, because the work it describes is clearly impossible.",N,0.0006182115,0.0001248594,0.00017850468,0.00012879312,0.00017728812,0.00014738707
I retain in my files an anonymous referee's report on an earlier paper that relies heavily on this item. The report stops just short of urging revocation of my degree,N,0.0006377991,0.000117888725,0.00017047732,0.00012287618,0.00017430152,0.00014173913
"The manuscript is generally interesting, however, too narrow in its scope for us. Also, the paper is badly written, and poorly organized. In its current form, the paper cannot be accepted. The paper is poorly written or poorly thought-out. I think the paper is poorly written and most of its statements are wrongly and poorly motivated.",C,0.00065006333,0.00012208981,0.00017425747,0.00012813788,0.00018359559,0.0001463372
the authors seem to be reinventing the wheel and a flat tire to go along with it.',N,0.00061978406,0.00012073192,0.00017455597,0.00012597388,0.00018308111,0.00014105474
"If published, uneducated and misinformed statements like this would jeopardize the credibility of [name of journal].",C,0.0007646978,0.000113433984,0.00017089836,0.0001291388,0.00018127267,0.00014313616
"Reviewer: 1Comments to the AuthorThis study is weak. not innovation (That is their entire review, on a paper that is an R&R from everyone else)",C,0.0008156061,0.00010504122,0.00018424145,0.00010561744,0.00018174341,0.0001338197
The authors past work (which is related closely to this) has gained some attention in the community: most of this is due to the wrong reasons.,N,0.00055384793,0.0001316004,0.00018778758,0.00012883698,0.00017746774,0.0001444136
"Returning to the introduction, the study rationale is unclear, the exact research question to be addressed poorly delineated and the overall motivation for the study poorly linked to the literature summary and aims of the study.",C,0.00055547094,0.00012766686,0.00018325,0.00012464564,0.00017866406,0.00014309098
The arguments in the paper are compelling but not convincing.,N,0.00060005666,0.00012668387,0.00018274346,0.00012246058,0.00018019424,0.00014837612
"I thought that the author might be trying to ""have it both ways.Ã¢â¬Â To be clear, this was just a passing thought and frankly, I read the manuscript about two weeks ago and don't remember the context, nor did I cross-walk one part of the essay with another to validate the thought.",N,0.0005430911,0.00013201403,0.00018869955,0.00012818933,0.00017919259,0.00014424432
... all I can say is that the author is blissfully unaware of what a standard is - in linguistic terms - and does not have the linguistic competence to describe it.,C,0.00071371236,0.00011435027,0.00017145347,0.00012064723,0.000180108,0.00013975703
To improve this you need to be more robust on all fronts etc.,C,0.0005463442,0.00013888846,0.00019477897,0.00014907554,0.00018174117,0.00014541429
"...the whole premise just reverted the biosensor field back 20yrs, which has been my biggest single concern regarding this paper.",C,0.00080313487,0.00010910822,0.00019347957,0.000104179744,0.00018206325,0.00013998043
Despite promising a very general result this manuscript unfortunately does not deliver (almost) any of the things listed in the abstract.,C,0.0005759883,0.00012814204,0.00018835478,0.00012453206,0.00018006215,0.00014334363
2. [Paper Strengths]: None,N,0.00063579023,0.00011944392,0.00017884439,0.00012143485,0.00018053269,0.0001410709
"The turn of phrase ""reaching out into the worldÃ¢â¬Â; is again just a vague rhetorical equivocation that is meant to add a semblance of an intellectual air to the text, a rhetorical attempt at being in fashion, but it dissolves only in empty intellectualism.",N,0.0009877002,0.00010137528,0.00017913195,0.000105585306,0.00019030696,0.00014546893
Is this a joke?,N,0.0029139025,9.18E-05,0.00026369674,9.26E-05,0.00023560102,0.0001567867
"Indeed, the article as a whole shows a lack of sophistication and nuance that is diagnostic of the particular genre of thought pieces on the need for studying sex differences that it falls within",C,0.0012198653,0.00010029854,0.0001905857,9.88E-05,0.00018725384,0.00016144541
At least I say it to your face and sign my name,N,0.09185395,0.00048903766,0.0021657632,0.008517788,0.00227701,0.0010544921
"While I personally enjoyed this contribution, I cannot escape the sense that this is much ado about very little, to paraphrase Shakespeare.",N,0.00083443284,0.00010788915,0.0001703228,0.00010792033,0.0001816244,0.00014675123
"I read the first 6 pages of the paper. [...] Sorry, I can't finish reading this paper. I certainly will not recommend anyone else.",N,0.0005480223,0.00013345068,0.00019533171,0.00013080947,0.00017691897,0.000144426
"I also added back in the two lines on p.16 that you'd inexplicably deleted. If there's a reason for their deletion, let me know.",C,0.0007849864,0.00010727118,0.00017113987,0.000116721174,0.00018182662,0.00013630069
This is a very weak paper trying to bend things to build a relationship that does not exist (...) Stating X is totally wrong and your data does not support that and no model can state this.,C,0.0011596732,9.68E-05,0.00017713841,0.000111564965,0.00019710307,0.00014632549
"Strictly speaking, the manuscript shall be rejected in its current form if submitted for a journal.",N,0.00054592174,0.00013507143,0.00019116573,0.00013371422,0.00017930027,0.00014826481
This is a confusing paper...,N,0.000725681,0.00011433883,0.00018356898,0.00011546109,0.00017925975,0.0001381434
This was the moment when I stopped reading. Obviously the authors are not familiar with the research field.,N,0.00067802763,0.00011671049,0.00017356384,0.000120468576,0.00017912769,0.00013949913
The authors have not bothered to learn the first thing about the theories they are hoping to refute with ill-designed experiments and muddled rationale.,C,0.0007740131,0.000111743735,0.00015866359,0.000121377896,0.00018837382,0.00014999894
"If I never see another piece of writing started with these lines, it will still be too soon.",N,0.0007259453,0.00011767983,0.00016863811,0.00013456366,0.00017497993,0.00014710065
"If this was taken from a successfully defended thesis, as it appears to have been, then he should not have been awarded a PhD",N,0.0006156581,0.00012399115,0.00018528244,0.00012468558,0.00018188574,0.0001419244
"The title appears to me to be clickbait, and, as usual for clickbait, leads to disappointment.",N,0.0013020445,0.00010143165,0.00022697043,0.000103609,0.00021106972,0.00013363328
"Maybe the clarity of stating the problem, purpose, method, finding, conclusion, and recommendation could be tweaked. Otherwise, congratulations on an outstanding contribution.",C,0.0005147333,0.000142114,0.00020167147,0.00014113035,0.00018299105,0.00014848947
This literature review is nothing more than a merry dance around the books,N,0.0036350074,8.85E-05,0.00024091697,0.0001068032,0.00027895256,0.00017348143
"The text is overly expansive, desultory, and often diaphanous, so that the raison d'ÃÂªtre of an overarching theoretical structure is neither pellucid nor convincing.",C,0.0014123524,9.98E-05,0.00017115685,0.00010873141,0.00021470567,0.00017336337
The results look like a smorgasbord of data,C,0.0040885475,8.83E-05,0.00031177557,9.89E-05,0.00030007173,0.00015190725
"Despite the apparently impeccable arrangement of the essay, with headings and sub-headings, the progression of argument is not always transparent, often hindered by otiose wording.",C,0.0006321131,0.00012079768,0.0001843388,0.00011674588,0.00018059915,0.00014085422
"Indeed, by the end of the paper, the reader is left with a feeling of 'so what now?'",N,0.00063723524,0.00012158245,0.00017621357,0.00013078688,0.00017973315,0.00014218896
"If participants were recruited from a university, I imagine they would usually be 18-22 years old. Why does your sample range from 18 to 63? I'm a bit lost here.",C,0.0006629691,0.000118161544,0.000166403,0.00012212858,0.00018732993,0.00014709448
"The fact that the question of this paper has never been askedÃ should, on balance, count against the paper.",N,0.0006616848,0.00012076382,0.00017996656,0.00012291122,0.00017958412,0.00014600757
This paper does not offer a revolutionary breakthrough.,C,0.0006598922,0.000119008495,0.00017562076,0.00012158779,0.00017663023,0.0001419125
Is this really a discovery or just the confirmation of math?,C,0.000677081,0.000115570896,0.00017638755,0.000114315495,0.00017752968,0.0001396892
"I'm really sorry about this reviewer. If you'd like, I can get you a new one.",N,0.00057125336,0.00012941803,0.00017496491,0.00013948929,0.00017685657,0.00014344987
"References are incomplete, listing only year and not volume, page numbers, etc. The lack of attention to this detail is a pet peeve.",N,0.0020282036,9.33E-05,0.0002461061,8.96E-05,0.0002261595,0.0001431483
Large parts of the manuscript read now more like a Master thesis than a scientific paper. I hope that the more experienced co-authors - if there are any - can help with this aspect of style.,N,0.0005389826,0.00013278377,0.00018245965,0.00013764662,0.00018020558,0.00014615746
"Do we need to clarify the meaning of, ""allÃ¢â¬Â?",N,0.00076429965,0.00010939075,0.00018028052,0.00011853011,0.00017661726,0.00013585654
"While an interesting concept, in its current form, the approach taken is fundamentally inadequate and flawed for almost all use cases.",C,0.0005883115,0.00012723179,0.00018786888,0.00012144885,0.00017934524,0.00014126068
"There is too much detail provided which is not relevant to the paper, or any for that matter.",N,0.00059762894,0.00012859641,0.00019065532,0.00012541212,0.00017963978,0.00014473163
I don't see much science in this manuscript.,N,0.0006854734,0.00011807245,0.00017696875,0.000120615594,0.00017849923,0.00014515137
"I haven't read the word ""audacityÃ¢â¬Â yet in commenting on my reviews, so that is a first.",N,0.00073990214,0.000110919915,0.00018999186,0.00010680361,0.00017619575,0.0001347925
My major concern to accept this work-in-progress paper is that these findings areÃ not super interesting to readers in my opinion.,N,0.0006020898,0.00012380921,0.00017841754,0.00012971467,0.00017667959,0.00014226748
My summary assessment of the paper is as follows: Introduction: Poor Background: Poor Methods: Poor Results: Poor Discussion: Poor Conclusions: Poor Overall assessment: Poor Recommendation: Reject Further Comments: Why was this submitted to a journal?,N,0.0008516901,0.000104987244,0.00016734513,0.00011785512,0.00018572215,0.00013870356
"claiming 'insights' that rarely amount to very much beyond the bleeding obvious. [..] the problem with jargon is that ""any idiot can pick it up and have a go",N,0.55123156,0.001218422,0.05272575,0.00057630846,0.32267588,0.0032600781
"By the end of the paper, I was left with the impression that the lid had been lifted off a big can of worms, but that the worms had not been picked out for proper dissection. Maybe it is unfair to expect that this could be achieved, due to the excessive number of worms involved in the matter.",N,0.0007615036,0.00010975049,0.00017072231,0.000114572926,0.00018844154,0.0001415074
I apologize for this but frankly some parts read like a report of aÃ high-school student on a scientific experiment.,N,0.00075259723,0.000107223525,0.0001701084,0.00010554686,0.0001937177,0.00013841725
"The entire paper reads a bit like someone who has searched around the social scientific research literature without much authentic understanding of social science, social scientific research methodology, Ã or statistical analyses",N,0.0006147493,0.00012227273,0.00017670722,0.00013071457,0.00018096561,0.00014278038
"Which means that, as the saying goes, if their results are correct they cannot be new, and if they are ""newÃ¢â¬Â they cannot possibly be correct.Frankly, it is hard to say which is the case",N,0.0008529766,0.000106048166,0.00017604361,0.00010891561,0.0001803051,0.00014080734
The authors are perpetuating misguided generalizations in the face of substantial experimental data to the contrary,C,0.00078381924,0.00011092298,0.00016795035,0.00012099665,0.00017592178,0.00014565993
"Since the paper is mathematically empty and, compared withÃ the conference version, provides no new ideas or findings, in general, I see no reason why it should be publishedÃ in a journal as well.",N,0.0006392258,0.000119850076,0.00018063153,0.000121516634,0.00018058486,0.00013993037
Recommendation: Publish elsewhere Comments: [none],N,0.0006153426,0.00012108553,0.00017937328,0.0001257432,0.00017595466,0.0001406136
"The paper comes with proofs, but - at a first glance - they seem to be more cute than useful.",N,0.0005910503,0.00012463614,0.00017262307,0.00012346108,0.00017834338,0.00014385066
"We invited 18 reviewers and after quite a long time, only one reviewer had agreed. That review is now many days overdue and we don't expect it to be returned. Unfortunately at this point we have to assume there is a lack of interest and we don't want to keep your paper in review any longer.",N,0.0005484372,0.0001339673,0.00018579903,0.00014058987,0.00017538549,0.00014800447
"I really don't like to be harsh in my reviews, but...",N,0.0007485175,0.000117171694,0.00018146499,0.00012772519,0.00017050788,0.00014239641
"Are the ""10 random reps"" chosen at random?",N,0.00097030145,0.00010014944,0.0001970854,9.80E-05,0.00018462184,0.0001283519
The Discussion section ofÃ the paper is neither informative nor enlightening and is certainlyÃ theoretically questionably,C,0.0007422503,0.000111541034,0.00017801617,0.00012103843,0.00017979779,0.00013719194
"The word ""assesÃ¢â¬Â should read ""assessÃ¢â¬Â",N,0.013384824,0.0001279501,0.0013819943,0.00017078614,0.0006974659,0.00023430688
"The authors are permitted to believe what they want to, but the data did not support ""important implications.Ã¢â¬Â",C,0.00064796954,0.00011705142,0.00017562546,0.000117236516,0.00017569077,0.00014045105
"This article describes [XY]ÃÂ, a research project investigating methods forÃ educational game design. The paper is poorly written"".[full review]",N,0.0005958859,0.00012163442,0.0001831768,0.000121072146,0.00017755847,0.00014024416
In other words: the referee thinks this work is stuck in the past.Ã The referee would rather talk about the future - some of the seniorÃ co-authors were the future once!,C,0.00066135195,0.00011756273,0.0001740846,0.00012471936,0.00018187516,0.00014080534
"This manuscript uses half of the available pages, and fails to explain what has been done, how and why",N,0.0007741592,0.00011165341,0.00016876939,0.00012186311,0.00017860308,0.00014169616
Reviewer #1: 'The project can hardly be described as high risk/high gain' Reviewer #3: 'The project is clearly high risk/high gain,N,0.00061945745,0.00012090982,0.00017414238,0.00012575136,0.00017602749,0.00014275873
N/A. (Full review text),N,0.0006719441,0.000114192386,0.00018764743,0.00011222906,0.00017661626,0.00013425374
"It is at best of little value and, in the worst case, irrelevant and offensive",N,0.0009481429,0.00010278035,0.00017342619,0.00011144747,0.00018535771,0.00014240456
"This is a well-intentioned but naÃÂ¯ve and unscholarly presentation of a point of view that is not well-supported by evidence - a polemic, not a review",C,0.0006903648,0.00011632605,0.00018314518,0.000118711316,0.00017993551,0.00014072412
"Reading this paper, I am struck by the elegance and clarity of the writing and the ideas. I found myself thinking, ""such a simple and obvious idea Ã¢â¬â why didn't I think of that?",C,0.00055103266,0.00013105392,0.00018581994,0.0001310569,0.00017717219,0.0001441867
"I perused this manuscript while in the hotel prior to a friend's wedding. I was suspicious that a state of relaxation had influenced my enjoyment of a paper on soil formation; so I read it again, this time squashed between two large people on the delayed flight home, and still enjoyed reading it.",N,0.0005245256,0.00013967349,0.00020776122,0.00012813813,0.00018289984,0.00014908165
"Qualitative tracing, correlational variables' - what are they?",C,0.0006958171,0.00011725351,0.00017400063,0.00012824594,0.00018309752,0.00014442296
"The authors are also treating what might be called a ""boutiqueÃ¢â¬Â version within a model that is already considered by many to be a ""boutiqueÃ¢â¬Â model.",N,0.00066845,0.00011518868,0.0001731265,0.00012119272,0.00018009907,0.00013970812
"I was originally very excited to review this paper, since such a bridge would span uncharted lands - here be dragons! High was my expectation, and so much deeper was my disappointment",N,0.00071267446,0.00011817416,0.00016562118,0.00013224724,0.00017825584,0.00014445877
"This paper is baffling [...]Ã In particular, I have not looked at all at section 2 of the paper",C,0.0012197974,9.73E-05,0.00017343281,0.00010138591,0.00019282007,0.00015185105
"In addition, I would suggest either activating the spellchecker on Word, or keeping the cat from walking on your keyboard.Ã I think one of your words was previously employed as a Thunder in ""Finnegan's Wake",N,0.0011902178,9.61E-05,0.00017366216,0.000111413785,0.00021345055,0.0001463612
"It will be a fantastic work if the authors could deeply presented the dominating of study discussed in detail and less overstaffed on the majority of studies discussed, which may give necessary details in tables to show their similarities or differences, as well as, advantages or disadvantages by your own letters.",C,0.00050612213,0.00014325112,0.00018848485,0.00014756425,0.00018645034,0.00015315047
"Figure 1. What does ""MinÃ¢â¬Â in panel c stand for?",C,0.00081782957,0.000105311905,0.00017482783,0.00011326699,0.00018134978,0.00013510583
"The ms comes over very much like a group of old wise menÃ sitting around mulling over the terrible state of the world, and openingÃ their hands and saying: well, what can we do about all these terribleÃ things around us",N,0.0076393103,9.30E-05,0.0002969987,0.00014807549,0.00044224714,0.00025222136
"I think there is a general problem with the overall goal of this study and area of research. This seems to be making data usage a critical thing people should be paying attention to. People have real issues and I am not at all sure that this one deserves attention. They have real concerns like, are they going to lose their job, where should their children go to college, should they encourage their elderly parents to move into a retirement center.",N,0.0007194644,0.00011659703,0.00016069422,0.00012811687,0.00018523334,0.00015168608
What is disturbing is that the author was not adequately supervised or otherwise assisted by faculty at her institution. They failed her completely in providing oversight and input. Young and inexperienced researchers should never be placed in a position of subjecting themselves to the painful rigors of critical reviews without guidance prior to submitting.,N,0.00064382365,0.0001236187,0.00017027685,0.00013509423,0.00018680464,0.00014766476
"Comment 19 I am not sure why there is a full section about limitations, this in itself says a lot about the study.",C,0.0005691051,0.00012701396,0.00018463205,0.00012719758,0.00017455898,0.00014073352
"It is early in the year, but difficult to imagine any paper overtaking this one for lack of imagination, logic, or dataÃ¢â¬âit is beyond redemption",N,0.0006385512,0.0001193706,0.00018307047,0.00012026152,0.00017912051,0.00013895165
"The journal editor stated that our manuscript was rejected. We were shocked that the reviewer's comments read ""fuck youÃ¢â¬Â (handwritten on a torn strip of paper scotch-taped to the editor's letter to us)",N,0.7616443,0.013048757,0.81591195,0.0014156152,0.15764904,0.0036310977
They show they can account for 20% of the variance. NoÃ wonder. The usually accepted level is 50% to be useful.,C,0.0006763522,0.00011338587,0.00017262339,0.00011459861,0.00017694834,0.00013820149
Find your inner nerdÃ¢â¬âit must be a big part of youÃ¢â¬âbind and gap it and then dump it in the ocean tied to a large rock.,N,0.39251506,0.0006568259,0.013786687,0.0011020005,0.0716713,0.0058419267
"Did all 5 authors say,""Yes, this is a piece of work I am proud to have my name on?",N,0.0006335884,0.00012001282,0.00017577993,0.0001293878,0.00017335147,0.0001381791
"It is clear that the author has read way too much and understood way too little. Many of the most serious errors are more or less just copied out from what he has read, so it is hard to know how to deal with such cases. Sprinkled here and there are some things, also taken from his readings, that are more or less correct. But it is all very confused.",N,0.000634334,0.00012160252,0.00017541359,0.00012538498,0.00017987598,0.00014555136
"Please respond to the Reviewer 2's comments, who suggested Rejection of the paper' ReviewerÃ Comments to the Author: None. #missionimpossible",N,0.0005511622,0.00012858832,0.00017927583,0.00012879129,0.0001806913,0.00014419509
"This application for a postdoctoral fellowship has few strengths other than the applicant's dogged and stubborn effort to do studies he conceptualized much earlier in his career and for which he has struggled to find a home. ... His letters of recommendation contain, at best, faint praise and mainly focus on his stubborn determination to pursue his long-term goal.",N,0.0006352409,0.00012079711,0.00016894907,0.00012942703,0.00017884506,0.00014551445
"Please also consider making the submission looking less like an advertising booklet rather than a research paperÃ¢â¬âat least, try not to mention the XXX system in every paragraph.",C,0.000782612,0.00010688511,0.00017309577,0.000117167,0.00018069733,0.00013620807
"This seems like a fishing expedition, please explain why the parameters tested were use for correlation testing? There should be some rational behind all of this, please describe. Figure 5, unclear what is on the y-axis???? Please specify.",C,0.0006297286,0.00011884598,0.00017326073,0.00012345212,0.0001770847,0.00013935023
"Reviewer 1: Furthermore, the manuscript is very difficult to read due to English problems: combining results and discussion section making it even more confuseReviewer 2: 'The manuscript is poorly written although it can be follow with lots of typos, and a review by a native English speaker is clearly needed.",C,0.00056035386,0.00012874218,0.00017902625,0.00013374635,0.00018055196,0.00014443301
"The introduction, general approach and data analyses are somewhat anachronistic-this study would have been really interesting 10-15 years ago, but now it seems quite out of date.",N,0.00055144855,0.00013211112,0.000192139,0.00012807778,0.00018045833,0.0001433886
"There is a lot of terminology flung around here that is insufficiently explained. What exactly is meant, for example, by ""false negativeÃ¢â¬Â and ""false positiveÃ¢â¬Â rates? ""median, first quartile, and third quartileÃ¢â¬Â?",C,0.00069069053,0.00011815872,0.0001991499,0.00011745035,0.0001826036,0.0001384834
"Since this is a model formulation paper, there does not need to be aÃ Results section, but if there were, the paper would be easier to follow. There really is no formulation of a model",C,0.00055656827,0.00013095373,0.00019206043,0.00012887531,0.00017902182,0.00014288115
"I appreciated how the author seemingly had in mind that a goodly percentage of the readership are not native speakers, so anything too academic or erudite might be lost on them.",N,0.0005722836,0.00012767832,0.00017675036,0.00013193954,0.00017961477,0.00014465975
"Unfortunately the manuscript is not well structured and the English is very poor. Usually I would attempt to improve this, but in this case the entire manuscript needs to be reworked - starting with the tittle.",C,0.0007464777,0.00011329346,0.00016312792,0.00012490418,0.00019112528,0.00014680332
"This is a misleading paper, badly executed and negligently written'",N,0.020143531,9.61E-05,0.00048760232,0.00017257831,0.0009801287,0.00029658843
